title,blog,url,date,excerpt,host,txt,asset,off,ruleish,noise
SPX Iron Condor - High Loss Threshold - 66 DTE,DTR Trading,http://dtr-trading.blogspot.com/2015/05/spx-iron-condor-high-loss-threshold-66.html,"25 May 2015, 12:57pm","This post looks at a standard (STD) one-lot iron condor on the S&P 500 Index (SPX), initiated at 66 days-to-expiration (DTE). The results in this post were derived from approximately 3200 individual trades entered by the backtester. For background on the setup for the backtests, as well as the",dtr-trading.blogspot.com,"SPX Iron Condor - High Loss Threshold - 66 DTE || This post looks at a standard (STD) one-lot iron condor on the S&P 500 Index (SPX), initiated at 66 days-to-expiration (DTE). The results in this post were derived from approximately 3200 individual trades entered by the backtester. For background on the setup for the backtests, as well as the",3,0,2,0
SPX Iron Condor - High Loss Threshold - 52 DTE,DTR Trading,http://dtr-trading.blogspot.com/2015/05/spx-iron-condor-high-loss-threshold-52.html,"21 May 2015, 12:09pm","This post looks at a standard (STD) one-lot iron condor on the S&P 500 Index (SPX), initiated at 52 days-to-expiration (DTE). The results in this post were derived from approximately 3200 individual trades entered by the backtester. For background on the setup for the backtests, as well as the",dtr-trading.blogspot.com,"SPX Iron Condor - High Loss Threshold - 52 DTE || This post looks at a standard (STD) one-lot iron condor on the S&P 500 Index (SPX), initiated at 52 days-to-expiration (DTE). The results in this post were derived from approximately 3200 individual trades entered by the backtester. For background on the setup for the backtests, as well as the",3,0,2,0
Forex Trading Diary #5 - Trading Multiple Currency Pairs,Quant Start,http://www.quantstart.com/articles/Forex-Trading-Diary-5-Trading-Multiple-Currency-Pairs,"22 Apr 2015, 10:59am",Yesterday I published some important changes to the QSForex software. These changes have increased the usefulness of the system significantly to the point where it is nearly ready for multi-day tick-data backtesting over a range of currency pairs. The following changes have been posted to Github:,quantstart.com,Forex Trading Diary #5 - Trading Multiple Currency Pairs || Yesterday I published some important changes to the QSForex software. These changes have increased the usefulness of the system significantly to the point where it is nearly ready for multi-day tick-data backtesting over a range of currency pairs. The following changes have been posted to Github:,3,0,2,0
RUT Iron Condor - Dynamic Exit - 38 DTE Results Summary,DTR Trading,http://dtr-trading.blogspot.com/2015/03/rut-iron-condor-dynamic-exit-38-dte.html,"5 Mar 2015, 10:15am","Over the last eight posts we reviewed the backtest results for Iron Condors initiated at 38 days to expiration (DTE) on the Russell 2000 index (RUT). To be consistent with all of the earlier bactests posted on this blog, we looked at 38 DTE Iron Condors initiated with short strikes at four different",dtr-trading.blogspot.com,"RUT Iron Condor - Dynamic Exit - 38 DTE Results Summary || Over the last eight posts we reviewed the backtest results for Iron Condors initiated at 38 days to expiration (DTE) on the Russell 2000 index (RUT). To be consistent with all of the earlier bactests posted on this blog, we looked at 38 DTE Iron Condors initiated with short strikes at four different",3,0,2,0
Single Indicator Strategy with Sharpe ~1 on SPY,Analytical Accuracy,https://quant007.wordpress.com/2015/02/16/single-indicator-strategy-with-sharpe-1-on-spy/,"16 Feb 2015, 07:22pm","We construct a strategy based on a single indicator – percentage of close price within the range of [Past N days Low, Past N days High]. First we calculate the indicator (pBand variable below) require(quantmod) getSymbols('SPY') Lookback=10 HLC=SPY[,c(",quant007.wordpress.com,"Single Indicator Strategy with Sharpe ~1 on SPY || We construct a strategy based on a single indicator – percentage of close price within the range of [Past N days Low, Past N days High]. First we calculate the indicator (pBand variable below) require(quantmod) getSymbols('SPY') Lookback=10 HLC=SPY[,c(",3,0,2,0
Top N Crypto-Assets by MarketCap for Backtesting Purposes in Python,Quant at Risk,https://quantatrisk.com/2022/03/27/top-n-crypto-assets-by-marketcap-for-crypto-portfolio-backtesting-python/,"27 Mar 2022, 08:42pm","A quantitative research over the construction of a perfect crypto-portfolio can be based on a number of crypto-assets. The selection of them is of paramount importance. If you are able to build the right portfolio, stick to it, or successfully manage its composition in time (e.g. through the method",quantatrisk.com,"Top N Crypto-Assets by MarketCap for Backtesting Purposes in Python || A quantitative research over the construction of a perfect crypto-portfolio can be based on a number of crypto-assets. The selection of them is of paramount importance. If you are able to build the right portfolio, stick to it, or successfully manage its composition in time (e.g. through the method",3,0,1,0
Hacking 1-Minute Cryptocurrency Candlesticks: Capturing Binance Live Data,Quant at Risk,https://quantatrisk.com/2022/03/22/hacking-cryptocurrency-candlesticks-1-binance-data-stream-python/,"22 Mar 2022, 11:30am","There is no question about how profitable the trading of cryptocurrencies can be. If you create an algorithmic strategy and stick to it, you can capture a +10% PnL wave sometimes even twice a day for a selected asset. Unfortunately, the opposite is true, too! The crypto-risks seem to follow the same",quantatrisk.com,"Hacking 1-Minute Cryptocurrency Candlesticks: Capturing Binance Live Data || There is no question about how profitable the trading of cryptocurrencies can be. If you create an algorithmic strategy and stick to it, you can capture a +10% PnL wave sometimes even twice a day for a selected asset. Unfortunately, the opposite is true, too! The crypto-risks seem to follow the same",3,0,1,0
Probing Price Momentum of Bitcoin during its Bull Runs with a Piecewise Linear Model,Quant At Risk,https://quantatrisk.com/2021/01/30/probing-price-momentum-of-bitcoin-during-its-bull-runs-with-a-piecewise-linear-model/,"31 Jan 2021, 08:04pm",In 2020 Bitcoin delivered us another spectacular bull run. It was as impressive as the one we witnessed in 2017. The analysis of Bitcoin price time-series during its bull runs can uncover interesting results. By comparing a selected set of characteristics we could find some commonalities in trading.,quantatrisk.com,Probing Price Momentum of Bitcoin during its Bull Runs with a Piecewise Linear Model || In 2020 Bitcoin delivered us another spectacular bull run. It was as impressive as the one we witnessed in 2017. The analysis of Bitcoin price time-series during its bull runs can uncover interesting results. By comparing a selected set of characteristics we could find some commonalities in trading.,3,0,1,0
"Trend-following, volatility targeting and Ensembles for Bitcoin",Beat Passive,https://beatpassive.com/2020/06/16/bitcoin-strategy/,"17 Jun 2020, 11:29am","Today we’ll incrementally build a strategy using trend-following, volatility targeting, and ensemble models and we’ll use Bitcoin as our use-case. Why bitcoin? Because it’s a maddening asset-class that’s extremely volatile over short periods of time and seemed like a fun place to test these",beatpassive.com,"Trend-following, volatility targeting and Ensembles for Bitcoin || Today we’ll incrementally build a strategy using trend-following, volatility targeting, and ensemble models and we’ll use Bitcoin as our use-case. Why bitcoin? Because it’s a maddening asset-class that’s extremely volatile over short periods of time and seemed like a fun place to test these",3,0,1,0
When QQQ Gaps Down Big From A High,Quantifiable Edges,http://quantifiableedges.com/when-qqq-gaps-down-big-from-a-high/,"6 May 2019, 10:09am","Trump’s tweets on Sunday have put the market in a state of disarray. After closing Friday at an all-time high, QQQ is set to gap down nearly 2% this morning. Below is a look at other times QQQ gapped down at least 1% to open the day after closing at a 200-day high the day before. 2019-05-6-12",quantifiableedges.com,"When QQQ Gaps Down Big From A High || Trump’s tweets on Sunday have put the market in a state of disarray. After closing Friday at an all-time high, QQQ is set to gap down nearly 2% this morning. Below is a look at other times QQQ gapped down at least 1% to open the day after closing at a 200-day high the day before. 2019-05-6-12",3,0,1,0
When the Jobs Report Sparks the NASDAQ to Rally to a New High,Quantifiable Edges,http://quantifiableedges.com/when-the-jobs-report-sparks-the-nasdaq-to-rally-to-a-new-high/,"5 May 2019, 02:33pm","The employment report was the catalyst for the big rally Friday, and the NASDAQ closed at a new high. The study below looks back at other instances where the NASDAQ spiked higher and closed at a new high on the day of an employment report. 2019-05-05 Employment-sparked momentum leading to new highs",quantifiableedges.com,"When the Jobs Report Sparks the NASDAQ to Rally to a New High || The employment report was the catalyst for the big rally Friday, and the NASDAQ closed at a new high. The study below looks back at other instances where the NASDAQ spiked higher and closed at a new high on the day of an employment report. 2019-05-05 Employment-sparked momentum leading to new highs",3,0,1,0
The Extreme Persistence Of The Current SPX Rally,Quantifiable Edges,http://quantifiableedges.com/the-extreme-persistence-of-the-current-spx-rally/,"26 Feb 2019, 09:45am",The last time the SPX closed below its 10-day moving average was January 3rd. That means it has now been 35 straight trading days that SPX has closed above the 10ma. That is a very long streak. Below is a list of all streaks since 1928 of 35 days or longer. (Note: prior to 1957 S&P 90 Index data,quantifiableedges.com,The Extreme Persistence Of The Current SPX Rally || The last time the SPX closed below its 10-day moving average was January 3rd. That means it has now been 35 straight trading days that SPX has closed above the 10ma. That is a very long streak. Below is a list of all streaks since 1928 of 35 days or longer. (Note: prior to 1957 S&P 90 Index data,3,0,1,0
What Works (and Doesn't Work) in Cryptocurrencies,Quantpedia,https://quantpedia.com/Blog/Details/what-works-and-doesnt-work-in-cryptocurrencies?a=6080,"24 Aug 2018, 08:12am","If behavioral biases explain asset pricing anomalies, they should also materialize in cryptocurrency markets. I test more than 20 stock return anomalies based on daily cryptocurrency data, and document strong evidence of price momentum. Unlike stock markets, price reversal and risk-based anomalies",quantpedia.com,"What Works (and Doesn't Work) in Cryptocurrencies || If behavioral biases explain asset pricing anomalies, they should also materialize in cryptocurrency markets. I test more than 20 stock return anomalies based on daily cryptocurrency data, and document strong evidence of price momentum. Unlike stock markets, price reversal and risk-based anomalies",3,0,1,0
